ZIP,latitude,longitude
66061,38.893755,-94.879968
95206,37.918854,-121.417427
10023,40.775915,-73.982602
60641,41.946606,-87.746787
98682,45.673184,-122.481764
78045,27.833815,-99.681424
20147,39.041947,-77.47813
11372,40.751675,-73.883666
20011,38.952514,-77.022991
60640,41.972872,-87.662604
11746,40.814268,-73.362276
17603,40.030839,-76.330432
30135,33.672278,-84.733011
94110,37.750021,-122.415201
37064,35.884862,-86.954138
80016,39.599468,-104.707569
92630,33.645736,-117.685503
43123,39.866721,-83.115561
37122,36.178348,-86.48658
23322,36.618712,-76.227046
95758,38.427813,-121.444696
30188,34.123533,-84.457654
77521,29.801948,-94.971708
48197,42.194034,-83.639984
84404,41.269519,-112.117658
77406,29.64609,-95.794526
11211,40.712597,-73.953098
33178,25.835497,-80.422481
02148,42.42938,-71.058706
87120,35.140539,-106.760969
10950,41.317346,-74.199881
20878,39.112637,-77.250436
77469,29.482678,-95.680186
85308,33.660382,-112.184964
92562,33.547613,-117.34404
94080,37.65549,-122.422075
21234,39.393417,-76.534228
30022,34.026085,-84.247433
90262,33.923533,-118.200705
92114,32.707756,-117.055095
08753,39.979028,-74.160428
43026,40.020855,-83.194477
44256,41.139872,-81.860559
22554,38.426782,-77.366851
93905,36.682351,-121.605904
93906,36.722676,-121.633667
94558,38.441986,-122.23833
85338,33.372975,-112.410829
92392,34.480247,-117.408185
43081,40.110443,-82.890646
22407,38.283474,-77.575684
75040,32.928902,-96.619782
94015,37.681251,-122.480624
30253,33.448926,-84.18357
78665,30.543255,-97.645202
92677,33.528654,-117.701253
89148,36.08017,-115.297021
92115,32.764998,-117.073641
74012,36.051418,-95.805731
85041,33.38593,-112.110307
60402,41.835216,-87.791373
75043,32.857447,-96.575798
11432,40.715359,-73.793072
37167,35.959541,-86.53159
91762,34.05941,-117.674094
32765,28.665112,-81.19629
20148,38.995449,-77.524013
80634,40.40468,-104.792718
94501,37.773793,-122.278115
28173,34.916155,-80.731415
33027,25.98811,-80.340442
77077,29.751562,-95.615374
10312,40.544473,-74.182367
07093,40.788101,-74.01144
55044,44.642146,-93.276446
30062,34.006497,-84.472974
95608,38.624199,-121.327209
93291,36.391777,-119.372842
27703,35.959524,-78.812074
91977,32.725963,-116.996552
90026,34.080017,-118.262643
30101,34.034515,-84.707349
92223,33.948338,-116.988022
10024,40.798452,-73.974414
91761,34.035602,-117.591528
90731,33.736324,-118.279183
02360,41.882062,-70.631289
37066,36.398757,-86.45554
92618,33.668172,-117.734156
78664,30.505414,-97.647284
77493,29.853217,-95.831457
20874,39.133056,-77.301828
92703,33.748726,-117.906078
73160,35.332438,-97.475217
32825,28.518029,-81.229003
33032,25.531145,-80.391233
60073,42.348989,-88.109335
70726,30.425498,-90.885413
37027,35.999288,-86.785062
92507,33.971006,-117.325181
78504,26.271967,-98.236568
78249,29.568476,-98.614271
91702,34.280333,-117.866141
94806,37.98079,-122.337627
92620,33.713382,-117.751242
59901,48.229649,-114.385053
78251,29.461683,-98.676727
90640,34.015444,-118.111012
19446,40.232327,-75.303915
91343,34.237912,-118.482306
21122,39.120838,-76.494827
95051,37.348637,-121.984368
21117,39.427569,-76.775759
80504,40.163388,-105.030087
02155,42.42384,-71.107673
92801,33.844983,-117.952151
06010,41.681578,-72.940749
07047,40.793644,-74.025027
27616,35.866514,-78.541313
30016,33.517433,-83.928703
78745,30.206851,-97.797381
95014,37.306612,-122.080624
95127,37.371092,-121.800755
30066,34.032388,-84.505154
02169,42.248386,-71.002279
30263,33.388415,-84.858937
92530,33.652315,-117.375512
22030,38.837185,-77.34048
90660,33.989524,-118.089295
92627,33.647763,-117.919761
23456,36.736954,-76.035987
11550,40.701475,-73.621108
98208,47.900553,-122.189199
37129,35.932526,-86.442648
19720,39.646922,-75.604852
95828,38.48879,-121.395838
60016,42.049573,-87.895003
95355,37.672906,-120.946594
32246,30.29376,-81.517139
08854,40.545539,-74.46072
33511,27.909778,-82.295738
11210,40.628144,-73.946323
30114,34.247813,-84.524509
93313,35.163203,-119.046327
44060,41.67653,-81.328167
28227,35.189567,-80.645408
92571,33.828396,-117.20766
02151,42.41829,-71.001251
11216,40.680769,-73.949313
75070,33.171698,-96.695086
92130,32.947589,-117.207392
92071,32.852358,-116.987842
32771,28.813534,-81.324942
65203,38.884324,-92.398565
33065,26.274498,-80.2604
23320,36.762288,-76.21165
31088,32.578447,-83.653861
80022,39.879717,-104.798904
89052,35.955109,-115.056738
83686,43.492218,-116.607703
43230,40.035763,-82.870875
43068,39.956185,-82.784665
76137,32.859685,-97.291523
95670,38.604268,-121.280327
27526,35.543991,-78.829796
90019,34.049841,-118.33846
33414,26.64892,-80.246459
92707,33.709935,-117.870431
93458,34.95934,-120.490081
22192,38.683699,-77.314673
43015,40.297783,-83.060168
29445,32.997022,-79.966603
10128,40.781428,-73.95001
77396,29.950191,-95.256933
91770,34.065493,-118.084529
95111,37.283111,-121.826245
75149,32.773369,-96.618811
99208,47.785815,-117.452348
92647,33.723228,-118.008692
29485,32.947923,-80.189918
30318,33.792334,-84.447713
48044,42.650226,-82.928905
83709,43.551005,-116.290126
93030,34.205336,-119.174835
78681,30.534424,-97.725741
94591,38.122869,-122.196863
92020,32.795512,-116.969758
33578,27.8622,-82.350044
11238,40.679169,-73.9638
11435,40.701225,-73.809635
27713,35.89504,-78.923747
87124,35.268498,-106.783682
30144,34.036845,-84.591033
95023,36.902045,-121.350783
73013,35.617421,-97.482513
08527,40.108665,-74.358602
90042,34.114708,-118.192098
10009,40.726399,-73.978633
07030,40.745295,-74.032112
93312,35.393476,-119.120455
55901,44.069818,-92.506581
60638,41.78143,-87.770521
46143,39.59586,-86.116319
32068,30.083283,-81.891075
60505,41.764527,-88.294658
22003,38.830236,-77.214725
45040,39.350783,-84.313198
94087,37.351533,-122.03694
33177,25.596129,-80.404194
83642,43.573507,-116.401064
23452,36.845756,-76.092807
92057,33.25462,-117.283311
90745,33.822725,-118.264109
44077,41.697563,-81.20974
78250,29.502729,-98.664897
23454,36.818037,-76.030857
89123,36.035199,-115.148784
98391,47.177103,-122.166173
30519,34.08741,-83.945059
77070,29.979455,-95.573317
32703,28.671037,-81.552512
92584,33.652776,-117.173581
29732,34.970716,-81.081364
28025,35.382565,-80.523443
84074,40.555217,-112.265379
97045,45.320278,-122.536461
94122,37.758799,-122.485127
31419,31.997215,-81.230674
92570,33.787292,-117.320673
38654,34.933929,-89.81628
80229,39.855318,-104.957119
10306,40.571768,-74.12595
37043,36.490572,-87.240797
20904,39.066571,-76.980741
87111,35.143902,-106.487505
27284,36.119333,-80.077342
60453,41.714268,-87.752819
92504,33.903134,-117.398044
19020,40.099749,-74.937829
91913,32.6201,-116.986899
07083,40.695266,-74.269078
29483,33.057172,-80.182228
35242,33.425247,-86.672084
92346,34.124199,-117.181054
45140,39.257271,-84.242049
95112,37.344483,-121.883536
07728,40.225793,-74.285785
77089,29.586959,-95.225601
95648,38.922812,-121.312005
11225,40.663046,-73.954219
21061,39.161942,-76.629444
33467,26.596362,-80.175602
38017,35.066971,-89.648939
33018,25.917733,-80.384455
78109,29.487657,-98.290904
23112,37.4367,-77.65911
92708,33.710582,-117.951129
17601,40.074241,-76.314914
30518,34.131966,-84.026238
63021,38.56984,-90.545689
96744,21.451733,-157.824227
20744,38.758322,-76.984044
93063,34.308048,-118.686969
89147,36.112787,-115.280115
19702,39.6182,-75.729724
75072,,
75115,32.599427,-96.864075
60056,42.067166,-87.934719
95350,37.671905,-121.007318
33458,26.936558,-80.131851
02124,42.285805,-71.070571
41042,39.000968,-84.651005
08873,40.496619,-74.532009
93436,34.599926,-120.376532
89117,36.140961,-115.281091
92646,33.66205,-117.968459
28110,35.066044,-80.509089
92557,33.970193,-117.259385
77044,29.906312,-95.180561
55124,44.745301,-93.199413
19320,39.962991,-75.832026
15601,40.314981,-79.534803
45069,39.343522,-84.412333
80525,40.529861,-105.036641
91786,34.105304,-117.662089
32256,30.175327,-81.471951
07302,40.719389,-74.046469
76227,33.274295,-96.988878
91764,34.074087,-117.605618
17331,39.78969,-76.977984
32824,28.386557,-81.349347
30075,34.052688,-84.391587
84003,40.471654,-111.68059
37087,36.263852,-86.269244
92027,33.131601,-116.976937
96817,21.355506,-157.821647
27529,35.655802,-78.586493
06810,41.375453,-73.457283
14221,42.984481,-78.722761
06516,41.272573,-72.964967
90034,34.030578,-118.399613
96818,21.343331,-157.941721
75007,33.005262,-96.896742
92399,34.032312,-117.010577
91745,33.999005,-117.972146
12550,41.539574,-74.057223
90066,34.002028,-118.430656
93551,34.604105,-118.239213
78748,30.166435,-97.82339
34221,27.580023,-82.552646
95376,37.7372,-121.433372
84041,41.069929,-111.981255
11758,40.668258,-73.457813
85295,33.303232,-111.741819
48103,42.26135,-83.846458
96789,21.483875,-157.934284
08831,40.319482,-74.428785
32225,30.357756,-81.505829
89129,36.233313,-115.290156
07306,40.734924,-74.071875
95757,38.344888,-121.431231
85282,33.393984,-111.932906
92780,33.733946,-117.819169
92840,33.787165,-117.931889
14580,43.217283,-77.444534
60616,41.844883,-87.624032
45044,39.482404,-84.410243
63366,38.857457,-90.725305
23185,37.228751,-76.718657
94109,37.795388,-122.422444
84790,37.046313,-113.558101
97124,45.569201,-122.947143
29651,35.02383,-82.279564
27410,36.117523,-79.894239
10016,40.745221,-73.978294
98115,47.685746,-122.281589
60630,41.972071,-87.756569
07470,40.945855,-74.245077
30809,33.558527,-82.171185
77546,29.515074,-95.192133
12180,42.748588,-73.599536
32162,28.910718,-81.986559
85339,33.237666,-112.158587
32164,29.487697,-81.209696
01960,42.53431,-70.969443
95125,37.295049,-121.891409
33196,25.652369,-80.490551
27603,35.664796,-78.653677
10003,40.731829,-73.989181
76133,32.652918,-97.379538
91304,34.224192,-118.632384
98270,48.056723,-122.146904
91801,34.090727,-118.127525
29579,33.754585,-78.916702
60622,41.902172,-87.683337
76542,31.010374,-97.741512
10033,40.850482,-73.934051
19067,40.205877,-74.817827
80020,39.930782,-105.074287
33312,26.08817,-80.181783
92078,33.117065,-117.180807
45013,39.413632,-84.652679
78155,29.542968,-97.937698
93277,36.301334,-119.372586
93619,36.914176,-119.593979
75025,33.090085,-96.740008
30080,33.869434,-84.496389
30115,34.204092,-84.400462
92056,33.199582,-117.298764
91344,34.294615,-118.507001
23666,37.058141,-76.406646
76131,32.881821,-97.345943
20902,39.043755,-77.042369
83854,47.719853,-116.969949
75074,33.031561,-96.673164
97702,44.000625,-121.233814
10940,41.446544,-74.478741
77498,29.64355,-95.65327
92129,32.964882,-117.126019
92505,33.936319,-117.493743
92026,33.21244,-117.116093
85037,33.486707,-112.268258
19382,39.927665,-75.613166
01844,42.742641,-71.178651
36695,30.628385,-88.280303
07003,40.809141,-74.187142
77388,30.057832,-95.471001
20772,38.780274,-76.76699
75062,32.84737,-96.957871
75080,32.976063,-96.74208
48187,42.325573,-83.483576
91406,34.197454,-118.488978
92656,33.576213,-117.730367
92117,32.824569,-117.199521
98133,47.740485,-122.342826
94539,37.516923,-121.911711
36117,32.378696,-86.145018
23434,36.703003,-76.592105
90723,33.898883,-118.166629
02780,41.909112,-71.118346
19335,40.022618,-75.721218
37421,35.032544,-85.146361
93003,34.283668,-119.223196
93311,35.192404,-119.175866
92870,33.881158,-117.854783
60148,41.873571,-88.020766
85138,33.007626,-111.989532
79424,33.467125,-101.944209
93117,34.479453,-120.084094
20774,38.874532,-76.774182
98003,47.305334,-122.316899
95122,37.328684,-121.835271
30157,33.884746,-84.871949
33176,25.659877,-80.358354
40324,38.245645,-84.550647
84081,40.602834,-112.037632
55303,45.288412,-93.431529
60440,41.7006,-88.075006
48439,42.916399,-83.629374
85296,33.332328,-111.749802
92833,33.879324,-117.961727
98661,45.640067,-122.625018
98258,48.043848,-122.074149
95124,37.256836,-121.922728
98103,47.683092,-122.337867
77511,29.380858,-95.241857
78247,29.585862,-98.406811
22204,38.860788,-77.098955
96819,21.347117,-157.877317
60004,42.11278,-87.979542
95616,38.554147,-121.798514
89074,36.036583,-115.080914
98034,47.716154,-122.216843
57106,43.511179,-96.83573
29464,32.816699,-79.858222
30039,33.799244,-84.034408
78258,29.634097,-98.497426
32725,28.886189,-81.251417
63301,38.858035,-90.463316
95037,37.173636,-121.598435
30228,33.400608,-84.307728
29073,33.888025,-81.238637
17602,40.014623,-76.246351
78414,27.662421,-97.371535
63129,38.457809,-90.31914
60613,41.956949,-87.654272
30064,33.940455,-84.609708
28205,35.218774,-80.789616
75165,32.373351,-96.787085
46032,39.966569,-86.175131
76502,31.104022,-97.412045
85140,33.244518,-111.543799
78744,30.177791,-97.725147
75034,33.149434,-96.860974
96734,21.395084,-157.758188
96720,19.65981,-155.232473
90047,33.953617,-118.308428
92028,33.390477,-117.209427
20783,38.997067,-76.966783
27707,35.954525,-78.953317
90024,34.065739,-118.435026
30132,33.996264,-84.845086
20171,38.92378,-77.396546
37174,35.719474,-86.898128
19148,39.911612,-75.151475
60120,42.034492,-88.238396
92127,33.020165,-117.123297
96816,21.290676,-157.788352
95240,38.114388,-121.144658
29229,34.137209,-80.897133
84120,40.697476,-112.001239
89131,36.306143,-115.243024
92626,33.679591,-117.908531
19709,39.494369,-75.67747
90063,34.045105,-118.185914
14094,43.157758,-78.701995
76051,32.924857,-97.068211
98092,47.290224,-122.125648
23455,36.892997,-76.147108
73072,35.211565,-97.501018
78704,30.243032,-97.765081
53711,43.011281,-89.40931
33165,25.734345,-80.358271
97504,42.328037,-122.798677
85212,33.326128,-111.630907
63385,38.796985,-90.857245
20850,39.090923,-77.182188
91767,34.083086,-117.737997
75033,,
84065,40.493936,-111.943725
97206,45.482433,-122.598605
63031,38.812046,-90.35362
77581,29.561597,-95.279759
97223,45.44029,-122.776604
11205,40.694662,-73.966241
75154,32.524259,-96.809069
29910,32.217824,-80.894994
84020,40.500151,-111.869623
85207,33.453269,-111.636673
27265,36.012305,-80.030949
19380,39.987218,-75.603138
33324,26.112485,-80.27494
11420,40.673563,-73.817829
92025,33.102005,-117.080419
92024,33.056022,-117.2599
20176,39.184853,-77.543184
20009,38.919144,-77.037381
30813,33.471668,-82.220051
87144,35.3252,-106.705446
98387,47.060925,-122.388909
32835,28.51873,-81.486227
92886,33.896324,-117.796561
74055,36.276728,-95.818917
32837,28.38322,-81.429776
60506,41.765239,-88.362301
96792,21.468625,-158.166906
45424,39.843178,-84.110031
85286,33.272273,-111.833863
63123,38.547432,-90.328109
85379,33.602126,-112.374041
20854,39.032772,-77.22083
54115,44.397967,-88.09639
33175,25.736612,-80.40683
94550,37.519983,-121.575595
98023,47.311491,-122.36281
90630,33.818477,-118.038307
98118,47.54338,-122.268529
92084,33.219887,-117.202822
32712,28.748388,-81.479774
08540,40.36301,-74.655321
93720,36.862209,-119.760793
55304,45.247605,-93.275036
20110,38.746808,-77.482633
75104,32.584814,-96.972312
08081,39.732942,-74.976657
21228,39.272857,-76.747741
95336,37.830267,-121.20102
10011,40.742011,-74.000606
96707,21.363106,-158.082206
32940,28.202562,-80.801383
02149,42.405938,-71.054649
93635,37.068018,-120.843506
98105,47.659861,-122.284977
92058,33.328839,-117.308054
80538,40.457521,-105.050761
90220,33.88151,-118.234451
28273,35.127358,-80.946846
84005,40.32511,-111.996538
49201,42.188399,-84.299354
19711,39.713781,-75.740826
55379,44.743442,-93.51003
85234,33.36159,-111.741191
49424,42.843818,-86.134355
08816,40.429119,-74.416287
29486,,
94086,37.371644,-122.02312
35758,34.71142,-86.746508
77064,29.917097,-95.537531
90046,34.10781,-118.362247
30252,33.473512,-84.057165
75023,33.056789,-96.730859
60123,42.040644,-88.311296
95116,37.350421,-121.852585
92879,33.882614,-117.528205
34293,27.027975,-82.342609
59102,45.775653,-108.580203
74133,36.039275,-95.877463
92705,33.765609,-117.790075
27520,35.619723,-78.477008
75028,33.03271,-97.06007
97123,45.440165,-122.980083
90703,33.867745,-118.069471
47201,39.158873,-85.993199
94553,37.993879,-122.136432
98042,47.367735,-122.117024
22304,38.813204,-77.112268
75013,33.114327,-96.693964
92064,32.983606,-117.019035
30213,33.589297,-84.636762
60435,41.548642,-88.128501
92128,32.999818,-117.071808
78108,29.570142,-98.217797
32738,28.905193,-81.184537
95008,37.279173,-121.955565
27705,36.025112,-78.982067
60014,42.232414,-88.327449
32907,28.020947,-80.679785
07052,40.785755,-74.265058
95843,38.715463,-121.363422
85224,33.323659,-111.87647
80918,38.910393,-104.780362
32092,29.934156,-81.511955
11590,40.755182,-73.574338
89436,39.604161,-119.689298
91306,34.209532,-118.577563
28117,35.5657,-80.898335
92101,32.724103,-117.170912
55337,44.778472,-93.272269
19464,40.258928,-75.615861
97007,45.454316,-122.879684
70769,30.30743,-90.940643
89032,36.223181,-115.172721
32708,28.687105,-81.273445
85249,33.224956,-111.795717
60586,41.578191,-88.234492
18104,40.611658,-75.546853
34983,27.323935,-80.350232
70737,30.22238,-90.922197
93036,34.237254,-119.184449
08817,40.514655,-74.393104
30019,33.97561,-83.883747
73034,35.703333,-97.433595
20852,39.051511,-77.123973
60643,41.700273,-87.663267
72758,36.299665,-94.13721
60126,41.896843,-87.94124
39110,32.504199,-90.147242
34655,28.215088,-82.6244
80233,39.899671,-104.946561
78233,29.555818,-98.361905
75006,32.962141,-96.898585
77583,29.380856,-95.468782
98374,47.129077,-122.263923
08053,39.856677,-74.90081
49009,42.303617,-85.698025
07060,40.616667,-74.422042
97080,45.478314,-122.390727
28210,35.130509,-80.856685
94577,37.713275,-122.16735
46060,40.064624,-85.915911
33436,26.522954,-80.107263
84062,40.441154,-111.67045
58104,46.79324,-96.839674
27513,35.80198,-78.802573
21702,39.479251,-77.443194
27502,35.719631,-78.920175
30680,33.996386,-83.69955
72762,36.18165,-94.23068
98837,47.149902,-119.305972
30076,34.028568,-84.311368
68516,40.735276,-96.64279
18103,40.570308,-75.488926
90247,33.890853,-118.297967
95762,38.683688,-121.064727
29501,34.205933,-79.82626
60564,41.706234,-88.195104
94582,37.762988,-121.916174
83401,43.542409,-111.877936
10952,41.111118,-74.07854
30907,33.523712,-82.085665
77539,29.452997,-95.02847
95136,37.269128,-121.850992
94560,37.504253,-122.03191
53704,43.135832,-89.34748
21043,39.255836,-76.801491
94303,37.457883,-122.115097
76017,32.662513,-97.164024
84660,40.121269,-111.69554
32137,29.581521,-81.21819
90620,33.845223,-118.015292
34135,26.355563,-81.75433
46037,39.960563,-85.947162
21224,39.27486,-76.542833
11419,40.688638,-73.822942
98501,46.978514,-122.875905
92104,32.741653,-117.128193
48843,42.575579,-83.923381
97405,43.939557,-123.192759
75078,33.241332,-96.812388
08234,39.388393,-74.620728
60645,42.008558,-87.694735
75044,32.964609,-96.649688
92069,33.170776,-117.158675
33433,26.347162,-80.159237
76210,33.149467,-97.096016
85283,33.364638,-111.931604
84401,41.216205,-112.04169
95610,38.694909,-121.271762
30045,33.936518,-83.927669
15642,40.319284,-79.723697
93010,34.227888,-119.079553
49423,42.743806,-86.083703
06457,41.548611,-72.656784
78610,30.078514,-97.838012
84010,40.867942,-111.867845
54956,44.182337,-88.527647
85254,33.615485,-111.952235
93611,36.824452,-119.680031
63303,38.739794,-90.543692
92691,33.611945,-117.665867
85323,33.419233,-112.326866
30134,33.77752,-84.78139
92692,33.606497,-117.643112
95209,38.046863,-121.352802
92843,33.763931,-117.93145
33193,25.705415,-80.470847
75093,33.034224,-96.811608
02703,41.931653,-71.294503
94928,38.346421,-122.694127
10465,40.824018,-73.823469
30067,33.934278,-84.462185
27516,35.906197,-79.154855
34761,28.578577,-81.534116
91387,34.402519,-118.363463
94014,37.690885,-122.44744
95822,38.512844,-121.494215
33428,26.352906,-80.207938
98223,48.21712,-121.95354
95307,37.554315,-120.951381
07960,40.783926,-74.500204
95337,37.743039,-121.23838
91352,34.230854,-118.365856
11374,40.726467,-73.861515
90016,34.028331,-118.354338
34609,28.479476,-82.507906
90027,34.127603,-118.296381
46074,40.036496,-86.176594
95060,37.036461,-122.12175
27540,35.622246,-78.863271
92040,32.90891,-116.891972
60010,42.146498,-88.164654
32746,28.771373,-81.353086
34997,27.055637,-80.270195
43147,39.897782,-82.744035
28105,35.115434,-80.713498
92111,32.806442,-117.168886
63368,38.750431,-90.731891
93446,35.663149,-120.749674
94546,37.717276,-122.081958
10304,40.605965,-74.093535
44212,41.244488,-81.828842
92019,32.77987,-116.884422
92009,33.095482,-117.243884
55104,44.953894,-93.164446
07601,40.889398,-74.045698
92555,33.88971,-117.11343
95678,38.764008,-121.287501
98226,48.796489,-122.445883
27606,35.742323,-78.715478
27615,35.8985,-78.635485
90638,33.902045,-118.008961
21921,39.627145,-75.859891
55112,45.080514,-93.19206
10028,40.776442,-73.953513
17543,40.181032,-76.29538
85042,33.369197,-112.04351
95403,38.503685,-122.754057
97006,45.517017,-122.859864
30097,34.026342,-84.145978
93292,36.373384,-119.211765
48188,42.283885,-83.481976
92648,33.67901,-118.014603
75063,32.920035,-96.984164
90241,33.940445,-118.129022
92122,32.861727,-117.171224
08054,39.948992,-74.900247
91367,34.177311,-118.615704
95148,37.335998,-121.777641
94561,37.993485,-121.691219
30319,33.875954,-84.334763
33579,27.796868,-82.287082
80123,39.61601,-105.069449
11249,,
89506,39.706026,-119.815058
23188,37.342936,-76.763853
77007,29.771545,-95.411083
50023,41.730271,-93.634978
43065,40.177567,-83.094156
60610,41.906772,-87.632231
63026,38.503355,-90.460953
90025,34.045421,-118.445873
11237,40.70416,-73.921139
43235,40.118363,-83.027626
46350,41.607057,-86.721724
33837,28.194772,-81.58751
40356,37.874952,-84.563367
85255,33.668188,-111.822512
40509,37.997348,-84.377851
07036,40.624711,-74.239362
20910,39.00286,-77.036646
55330,45.334168,-93.568216
77471,29.54852,-95.86204
90065,34.109595,-118.228689
11413,40.67117,-73.752063
75024,33.075422,-96.802686
78626,30.657895,-97.617843
89149,36.272256,-115.292541
11772,40.76178,-72.987407
85353,33.417511,-112.276974
30506,34.346938,-83.895627
55125,44.918031,-92.938277
75703,32.235111,-95.320764
78759,30.402667,-97.761038
11520,40.649401,-73.582951
76513,31.051469,-97.500003
78628,30.664543,-97.778616
19701,39.583171,-75.700899
18042,40.654176,-75.223124
91790,34.066964,-117.937007
94566,37.645824,-121.859868
91765,33.98627,-117.821282
21044,39.205274,-76.878737
76108,32.788074,-97.523247
